t	ax	ay	az
6.43	0.0989242067366043	0.0	0.0
6.44	0.0987729751655308	0.0	0.0
6.45	0.0986118663792512	0.0	0.0
6.46	0.09844089648851	0.0	0.0
6.47	0.0982600825901538	0.0	0.0
6.48	0.0980694427654217	0.0	0.0
6.49	0.0978689960781373	0.0	0.0
6.5	0.0976587625728023	0.0	0.0
6.51	0.0974387632725921	0.0	0.0
6.5200000000000005	0.0972090201772533	0.0	0.0
6.53	0.096969556260904	0.0	0.0
6.54	0.0967203954697363	0.0	0.0
6.55	0.0964615627196218	0.0	0.0
6.5600000000000005	0.0961930838936196	0.0	0.0
6.57	0.0959149858393887	0.0	0.0
6.58	0.0956272963665027	0.0	0.0
6.59	0.0953300442436693	0.0	0.0
6.6000000000000005	0.0950232591958529	0.0	0.0
6.61	0.0947069719013027	0.0	0.0
6.62	0.0943812139884846	0.0	0.0
6.63	0.0940460180329184	0.0	0.0
6.640000000000001	0.0937014175539203	0.0	0.0
6.65	0.0933474470112512	0.0	0.0
6.66	0.0929841418016701	0.0	0.0
6.67	0.0926115382553954	0.0	0.0
6.68	0.0922296736324712	0.0	0.0
6.69	0.0918385861190415	0.0	0.0
6.7	0.0914383148235319	0.0	0.0
6.71	0.0910288997727382	0.0	0.0
6.72	0.0906103819078245	0.0	0.0
6.73	0.0901828030802283	0.0	0.0
6.74	0.0897462060474762	0.0	0.0
6.75	0.0893006344689076	0.0	0.0
6.76	0.0888461329013091	0.0	0.0
6.7700000000000005	0.0883827467944586	0.0	0.0
6.78	0.0879105224865808	0.0	0.0
6.79	0.0874295071997128	0.0	0.0
6.8	0.0869397490349825	0.0	0.0
6.8100000000000005	0.0864412969677982	0.0	0.0
6.82	0.0859342008429514	0.0	0.0
6.83	0.0854185113696318	0.0	0.0
6.84	0.0848942801163572	0.0	0.0
6.8500000000000005	0.0843615595058159	0.0	0.0
6.86	0.0838204028096251	0.0	0.0
6.87	0.0832708641430034	0.0	0.0
6.88	0.0827129984593596	0.0	0.0
6.890000000000001	0.0821468615447971	0.0	0.0
6.9	0.0815725100125356	0.0	0.0
6.91	0.0809900012972498	0.0	0.0
6.92	0.0803993936493257	0.0	0.0
6.93	0.0798007461290359	0.0	0.0
6.94	0.0791941186006335	0.0	0.0
6.95	0.0785795717263661	0.0	0.0
6.96	0.0779571669604087	0.0	0.0
6.97	0.0773269665427194	0.0	0.0
6.98	0.0766890334928147	0.0	0.0
6.99	0.0760434316034681	0.0	0.0
7.0	0.0753902254343304	0.0	0.0
7.01	0.0747294803054743	0.0	0.0
7.0200000000000005	0.074061262290862	0.0	0.0
7.03	0.0733856382117381	0.0	0.0
7.04	0.0727026756299475	0.0	0.0
7.05	0.0720124428411794	0.0	0.0
7.0600000000000005	0.0713150088681372	0.0	0.0
7.07	0.0706104434536372	0.0	0.0
7.08	0.0698988170536337	0.0	0.0
7.09	0.0691802008301737	0.0	0.0
7.1000000000000005	0.0684546666442806	0.0	0.0
7.11	0.0677222870487684	0.0	0.0
7.12	0.0669831352809865	0.0	0.0
7.13	0.0662372852554955	0.0	0.0
7.140000000000001	0.0654848115566765	0.0	0.0
7.15	0.0647257894312723	0.0	0.0
7.16	0.063960294780863	0.0	0.0
7.17	0.0631884041542757	0.0	0.0
7.18	0.0624101947399298	0.0	0.0
7.19	0.0616257443581182	0.0	0.0
7.2	0.0608351314532254	0.0	0.0
7.21	0.0600384350858831	0.0	0.0
7.22	0.059235734925064	0.0	0.0
7.23	0.0584271112401154	0.0	0.0
7.24	0.0576126448927319	0.0	0.0
7.25	0.0567924173288694	0.0	0.0
7.26	0.055966510570601	0.0	0.0
7.27	0.055135007207914	0.0	0.0
7.28	0.054297990390452	0.0	0.0
7.29	0.0534555438191991	0.0	0.0
7.3	0.0526077517381105	0.0	0.0
7.31	0.0517546989256876	0.0	0.0
7.32	0.050896470686501	0.0	0.0
7.33	0.0500331528426593	0.0	0.0
7.34	0.0491648317252275	0.0	0.0
7.35	0.0482915941655937	0.0	0.0
7.36	0.0474135274867862	0.0	0.0
7.37	0.0465307194947412	0.0	0.0
7.38	0.0456432584695222	0.0	0.0
7.390000000000001	0.0447512331564921	0.0	0.0
7.4	0.043854732757439	0.0	0.0
7.41	0.0429538469216556	0.0	0.0
7.42	0.0420486657369749	0.0	0.0
7.43	0.0411392797207608	0.0	0.0
7.44	0.0402257798108572	0.0	0.0
7.45	0.039308257356494	0.0	0.0
7.46	0.038386804109152	0.0	0.0
7.47	0.0374615122133878	0.0	0.0
7.48	0.0365324741976201	0.0	0.0
7.49	0.0355997829648764	0.0	0.0
7.5	0.0346635317835025	0.0	0.0
7.51	0.0337238142778365	0.0	0.0
7.52	0.0327807244188457	0.0	0.0
7.53	0.0318343565147303	0.0	0.0
7.54	0.0308848052014919	0.0	0.0
7.55	0.0299321654334707	0.0	0.0
7.56	0.0289765324738494	0.0	0.0
7.57	0.0280180018851278	0.0	0.0
7.58	0.027056669519566	0.0	0.0
7.59	0.0260926315095993	0.0	0.0
7.6	0.0251259842582254	0.0	0.0
7.61	0.0241568244293641	0.0	0.0
7.62	0.0231852489381904	0.0	0.0
7.63	0.0222113549414438	0.0	0.0
7.640000000000001	0.0212352398277125	0.0	0.0
7.65	0.0202570012076944	0.0	0.0
7.66	0.0192767369044363	0.0	0.0
7.67	0.0182945449435517	0.0	0.0
7.68	0.0173105235434181	0.0	0.0
7.69	0.0163247711053555	0.0	0.0
7.7	0.0153373862037864	0.0	0.0
7.71	0.014348467576378	0.0	0.0
7.72	0.013358114114169	0.0	0.0
7.73	0.0123664248516802	0.0	0.0
7.74	0.0113734989570116	0.0	0.0
7.75	0.0103794357219252	0.0	0.0
7.76	0.0093843345519162	0.0	0.0
7.77	0.0083882949562721	0.0	0.0
7.78	0.0073914165381227	0.0	0.0
7.79	0.006393798984479	0.0	0.0
7.8	0.0053955420562649	0.0	0.0
7.81	0.0043967455783415	0.0	0.0
7.82	0.0033975094295242	0.0	0.0
7.83	0.0023979335325952	0.0	0.0
7.84	0.0013981178443112	0.0	0.0
7.85	0.0003981623454078	0.0	0.0
7.86	-0.0006018329693981	0.0	0.0
7.87	-0.0016017681014087	0.0	0.0
7.88	-0.002601543057944	0.0	0.0
7.890000000000001	-0.0036010578623416	0.0	0.0
7.9	-0.0046002125639536	0.0	0.0
7.91	-0.0055989072481428	0.0	0.0
7.92	-0.0065970420462729	0.0	0.0
7.930000000000001	-0.007594517145696	0.0	0.0
7.94	-0.0085912327997332	0.0	0.0
7.95	-0.0095870893376497	0.0	0.0
7.96	-0.0105819871746217	0.0	0.0
7.97	-0.0115758268216945	0.0	0.0
7.98	-0.0125685088957318	0.0	0.0
7.99	-0.013559934129353	0.0	0.0
8.0	-0.0145500033808613	0.0	0.0
8.01	-0.0155386176441564	0.0	0.0
8.02	-0.016525678058636	0.0	0.0
8.03	-0.017511085919081	0.0	0.0
8.040000000000001	-0.0184947426855268	0.0	0.0
8.05	-0.0194765499931161	0.0	0.0
8.06	-0.0204564096619365	0.0	0.0
8.07	-0.0214342237068377	0.0	0.0
8.08	-0.0224098943472299	0.0	0.0
8.09	-0.0233833240168623	0.0	0.0
8.1	-0.0243544153735791	0.0	0.0
8.11	-0.0253230713090537	0.0	0.0
8.120000000000001	-0.0262891949585002	0.0	0.0
8.13	-0.0272526897103582	0.0	0.0
8.14	-0.0282134592159556	0.0	0.0
8.15	-0.0291714073991426	0.0	0.0
8.16	-0.0301264384658991	0.0	0.0
8.17	-0.0310784569139143	0.0	0.0
8.18	-0.0320273675421368	0.0	0.0
8.19	-0.0329730754602944	0.0	0.0
8.2	-0.0339154860983834	0.0	0.0
8.21	-0.0348545052161256	0.0	0.0
8.22	-0.0357900389123913	0.0	0.0
8.23	-0.0367219936345908	0.0	0.0
8.24	-0.0376502761880283	0.0	0.0
8.25	-0.0385747937452221	0.0	0.0
8.26	-0.039495453855187	0.0	0.0
8.27	-0.0404121644526792	0.0	0.0
8.28	-0.0413248338674027	0.0	0.0
8.290000000000001	-0.0422333708331769	0.0	0.0
8.3	-0.043137684497062	0.0	0.0
8.31	-0.0440376844284454	0.0	0.0
8.32	-0.0449332806280838	0.0	0.0
8.33	-0.0458243835371038	0.0	0.0
8.34	-0.0467109040459568	0.0	0.0
8.35	-0.0475927535033309	0.0	0.0
8.36	-0.0484698437250152	0.0	0.0
8.370000000000001	-0.0493420870027185	0.0	0.0
8.38	-0.0502093961128396	0.0	0.0
8.39	-0.0510716843251905	0.0	0.0
8.4	-0.0519288654116685	0.0	0.0
8.41	-0.0527808536548792	0.0	0.0
8.42	-0.0536275638567084	0.0	0.0
8.43	-0.0544689113468413	0.0	0.0
8.44	-0.0553048119912302	0.0	0.0
8.45	-0.0561351822005071	0.0	0.0
8.46	-0.0569599389383433	0.0	0.0
8.47	-0.057778999729752	0.0	0.0
8.48	-0.0585922826693367	0.0	0.0
8.49	-0.0593997064294812	0.0	0.0
8.5	-0.0602011902684823	0.0	0.0
8.51	-0.0609966540386241	0.0	0.0
8.52	-0.0617860181941924	0.0	0.0
8.53	-0.0625692037994295	0.0	0.0
8.540000000000001	-0.0633461325364276	0.0	0.0
8.55	-0.0641167267129601	0.0	0.0
8.56	-0.0648809092702518	0.0	0.0
8.57	-0.0656386037906838	0.0	0.0
8.58	-0.0663897345054353	0.0	0.0
8.59	-0.0671342263020608	0.0	0.0
8.6	-0.0678720047320012	0.0	0.0
8.61	-0.0686029960180282	0.0	0.0
8.620000000000001	-0.0693271270616225	0.0	0.0
8.63	-0.0700443254502828	0.0	0.0
8.64	-0.0707545194647683	0.0	0.0
8.65	-0.0714576380862691	0.0	0.0
8.66	-0.0721536110035092	0.0	0.0
8.67	-0.0728423686197768	0.0	0.0
8.68	-0.0735238420598841	0.0	0.0
8.69	-0.0741979631770551	0.0	0.0
8.700000000000001	-0.0748646645597399	0.0	0.0
8.71	-0.0755238795383557	0.0	0.0
8.72	-0.076175542191954	0.0	0.0
8.73	-0.0768195873548125	0.0	0.0
8.74	-0.0774559506229516	0.0	0.0
8.75	-0.0780845683605749	0.0	0.0
8.76	-0.0787053777064323	0.0	0.0
8.77	-0.0793183165801067	0.0	0.0
8.78	-0.0799233236882215	0.0	0.0
8.790000000000001	-0.0805203385305701	0.0	0.0
8.8	-0.0811093014061656	0.0	0.0
8.81	-0.0816901534192113	0.0	0.0
8.82	-0.08226283648499	0.0	0.0
8.83	-0.0828272933356724	0.0	0.0
8.84	-0.0833834675260437	0.0	0.0
8.85	-0.0839313034391483	0.0	0.0
8.86	-0.0844707462918516	0.0	0.0
8.870000000000001	-0.0850017421403179	0.0	0.0
8.88	-0.0855242378854045	0.0	0.0
8.89	-0.0860381812779726	0.0	0.0
8.9	-0.0865435209241112	0.0	0.0
8.91	-0.0870402062902767	0.0	0.0
8.92	-0.0875281877083464	0.0	0.0
8.93	-0.0880074163805852	0.0	0.0
8.94	-0.0884778443845252	0.0	0.0
8.950000000000001	-0.0889394246777582	0.0	0.0
8.96	-0.0893921111026392	0.0	0.0
8.97	-0.0898358583909031	0.0	0.0
8.98	-0.0902706221681909	0.0	0.0
8.99	-0.0906963589584872	0.0	0.0
9.0	-0.0911130261884677	0.0	0.0
9.01	-0.0915205821917565	0.0	0.0
9.02	-0.0919189862130931	0.0	0.0
9.03	-0.0923081984124074	0.0	0.0
9.04	-0.0926881798688036	0.0	0.0
9.05	-0.0930588925844528	0.0	0.0
9.06	-0.0934202994883924	0.0	0.0
9.07	-0.0937723644402331	0.0	0.0
9.08	-0.0941150522337732	0.0	0.0
9.09	-0.0944483286005189	0.0	0.0
9.1	-0.0947721602131111	0.0	0.0
9.11	-0.0950865146886587	0.0	0.0
9.12	-0.0953913605919759	0.0	0.0
9.13	-0.0956866674387263	0.0	0.0
9.14	-0.0959724056984716	0.0	0.0
9.15	-0.0962485467976237	0.0	0.0
9.16	-0.0965150631223029	0.0	0.0
9.17	-0.0967719280210989	0.0	0.0
9.18	-0.0970191158077357	0.0	0.0
9.19	-0.0972566017636407	0.0	0.0
9.2	-0.0974843621404164	0.0	0.0
9.21	-0.0977023741622146	0.0	0.0
9.22	-0.097910616028015	0.0	0.0
9.23	-0.0981090669138045	0.0	0.0
9.24	-0.0982977069746599	0.0	0.0
9.25	-0.0984765173467323	0.0	0.0
9.26	-0.0986454801491336	0.0	0.0
9.27	-0.0988045784857242	0.0	0.0
9.28	-0.0989537964468031	0.0	0.0
9.29	-0.0990931191106986	0.0	0.0
9.3	-0.0992225325452603	0.0	0.0
9.31	-0.0993420238092527	0.0	0.0
9.32	-0.0994515809536489	0.0	0.0
9.33	-0.0995511930228257	0.0	0.0
9.34	-0.0996408500556593	0.0	0.0
9.35	-0.0997205430865212	0.0	0.0
9.36	-0.0997902641461745	0.0	0.0
9.37	-0.0998500062625715	0.0	0.0
9.38	-0.0998997634615503	0.0	0.0
9.39	-0.0999395307674325	0.0	0.0
9.4	-0.0999693042035206	0.0	0.0
9.41	-0.0999890807924958	0.0	0.0
9.42	-0.0999988585567158	0.0	0.0
9.43	-0.0999986365184121	0.0	0.0
9.44	-0.0999884146997886	0.0	0.0
9.45	-0.0999681941230185	0.0	0.0
9.46	-0.0999379768101426	0.0	0.0
9.47	-0.099897765782867	0.0	0.0
9.48	-0.0998475650622611	0.0	0.0
9.49	-0.0997873796683549	0.0	0.0
9.5	-0.0997172156196378	0.0	0.0
9.51	-0.0996370799324561	0.0	0.0
9.52	-0.0995469806203118	0.0	0.0
9.53	-0.0994469266930611	0.0	0.0
9.54	-0.0993369281560131	0.0	0.0
9.55	-0.0992169960089301	0.0	0.0
9.56	-0.0990871422449267	0.0	0.0
9.57	-0.0989473798492712	0.0	0.0
9.58	-0.0987977227980866	0.0	0.0
9.59	-0.0986381860569534	0.0	0.0
9.6	-0.0984687855794127	0.0	0.0
9.61	-0.0982895383053711	0.0	0.0
9.62	-0.0981004621594066	0.0	0.0
9.63	-0.0979015760489763	0.0	0.0
9.64	-0.0976928998625255	0.0	0.0
9.65	-0.0974744544674989	0.0	0.0
9.66	-0.097246261708254	0.0	0.0
9.67	-0.0970083444038766	0.0	0.0
9.68	-0.0967607263458988	0.0	0.0
9.69	-0.09650343229592	0.0	0.0
9.7	-0.0962364879831309	0.0	0.0
9.71	-0.0959599201017404	0.0	0.0
9.72	-0.095673756308306	0.0	0.0
9.73	-0.0953780252189686	0.0	0.0
9.74	-0.0950727564065908	0.0	0.0
9.75	-0.0947579803977993	0.0	0.0
9.76	-0.0944337286699328	0.0	0.0
9.77	-0.0941000336478937	0.0	0.0
9.78	-0.0937569287009064	0.0	0.0
9.79	-0.0934044481391794	0.0	0.0
9.8	-0.0930426272104753	0.0	0.0
9.81	-0.0926715020965854	0.0	0.0
9.82	-0.0922911099097119	0.0	0.0
9.83	-0.0919014886887564	0.0	0.0
9.84	-0.0915026773955163	0.0	0.0
9.85	-0.0910947159107887	0.0	0.0
9.86	-0.090677645030382	0.0	0.0
9.87	-0.0902515064610367	0.0	0.0
9.88	-0.0898163428162546	0.0	0.0
9.89	-0.0893721976120376	0.0	0.0
9.9	-0.0889191152625361	0.0	0.0
9.91	-0.0884571410756072	0.0	0.0
9.92	-0.0879863212482849	0.0	0.0
9.93	-0.0875067028621594	0.0	0.0
9.94	-0.0870183338786697	0.0	0.0
9.95	-0.0865212631343071	0.0	0.0
9.96	-0.0860155403357319	0.0	0.0
9.97	-0.0855012160548026	0.0	0.0
9.98	-0.0849783417235185	0.0	0.0
9.99	-0.0844469696288772	0.0	0.0
